laptop_nbr,item_id,name,brand,price,rating,review
669,113103183,Thermostat With Case Cover Temperature Controller Module W1209 12V 7A LED Display,No Brand,777,5.0,1
670,128303156,"Alphabets A4 Size (7 x 10.5 Inch) Good Quality, Imported Decal Stickers For Motorbike, Scooter, Car, laptop",No Brand,126,3.0,1
671,130103626,"Fantech GO W603 Wireless Office Mouse with 1600 DPI, Silent Click, 2.4GHz Connection, 4 Customizable Keys",Fantech,510,4.5,108
672,104964753,Black Foldable and Portable Multi-Purpose Laptop Table Stand,No Brand,925,4.422297297297297,296
673,112249461,Portable Hard Disk Bag Case for External Hard Drive Disk,No Brand,332.94,4.615384615384615,117
674,128157614,"A4 Size (7 x 10.5 Inch) Good Quality, Imported Decal Stickers For Motorbike, Scooter, Car, laptop",No Brand,134,5.0,4
675,112876646,"Apple Watch Series 7 41mm, Ultra-Thin Shockproof Hard PC Bumper Case All-Around Edge Protective Cover Frame [ Screen Protector]",No Brand,282,4.0,8
676,163977017,"32-in-1 Small Screwdriver Set Repair Tool,Multi-Purpose Precision Mini Screwdriver Bits Set With Magnetic Flexible Extension Rod Tools for Mobile, Laptop,Glasses",No Brand,354,4.076923076923077,26
677,453636636,"Aluminum Portable Invisible Laptop Stand | Mini Aluminum Cooling Pad, Lightweight Laptop Desk Stand for MacBook, Lenovo, Dell, HP & Other Laptops (Cool Silver)",No Brand,299,4.5,20
678,115842640,Portable High Speed USB Port Cooling Small Mini Clip Desk Fan 4” HJ-5019,No Brand,599,2.5,4
679,279602204,50 Piece Crayon Shin-chan Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,5.0,1
680,275222303,50 Piece  Cartoon Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,4.666666666666667,3
681,111517452,xLab 50gm Toner Refill for Brother Laser Printer (all Models),No Brand,199,4.333333333333333,6
682,178586000,Aluminum Alloy Metal Adjustable Laptop Stand for 10 to 17 Inches Macbook/Laptops/Tab,No Brand,401,4.563218390804598,87
683,159737194,Vestel ZAPP ZE101 Earbuds | Bluetooth 5.3 | Quad Mic ENC | 45ms Ultra-Low Latency | Deep Bass | True Bass Sound | BT Calling | IPX6 Waterproof | 40H Battery Life | 13mm Drivers | One-Touch Voice Assistant | Wireless Earbuds for Gaming & Music,,987,4.273291925465839,161
684,469573913,50 Piece Cute Style Demon Slayer Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,,
685,130210250,"Guns N Roses Music Band Good Quality, Imported Decal Stickers For Motorbike, Scooter, Car, laptop",No Brand,49,5.0,5
686,503155391,50 Piece English Motivational Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,5.0,0
687,121721665,Neckband,No Brand,905,3.5,6
688,272241895,50 Piece  Zoro Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,5.0,3
689,130101741,"TP-Link Dual Band USB Adapter  Archer T2U Plus AC600 High Gain With 5dBi Antenna  200 Mbps on 2.4 GHz, 433 Mbps on 5 GHz Black",TP Link,3199,5.0,2
690,101702037,RJ45 CAT 5 CAT 6 LAN Network Ethernet Female to 2 x Female Plug Connector,No Brand,103,2.2,5
691,133095257,MILANG K6 Professional RGB Rainbow Backlit Gaming Mech Feel Keyboard,No Brand,698,4.469387755102041,49
692,104182273,Lenovo Usb Pin Charger,No Brand,894,4.647058823529412,17
693,127431407,Keycap Puller Switch Puller Stainless Steel Keycap Removal Tool with Keyboard Cleaning Brush for Mechanical Keyboard,No Brand,119,4.764705882352941,34
694,135726248,Dual Rechargeable Bluetooth and 2.4G Wireless Mouse 2 in 1 Mouse,No Brand,494.01,4.6103896103896105,154
695,134907762,High-Quality 1.5M Universal Desktop Power Cable with UK/EU Plug Compatibility,No Brand,88.3,5.0,4
696,100011017,TP-Link TL-WN722N Wireless Adapter | Ver 4.0 | 100% Genuine,TP Link,1479,4.467105263157895,152
697,130182585,8 in 1 Multiport Type C To USB-C 4K HDMI Adapter USB 3.0 Cable Hub,No Brand,1040,4.555555555555555,9
698,280469729,50 Piece Lyrics Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,5.0,2
699,112118594,Kisonli U-2500 Bluetooth Usb 2.1 Portable Computer Speaker With Fm Black,No Brand,1247,4.230769230769231,13
700,279446533,"Artsy Home Vintage Dark Academia Laptop & Phone Decal Sticker Set 25/50pcs - Antique-Inspired, Skin Decals for MacBook/Pro",,199,5.0,3
701,126947630,50m Net Cable/Ethernet Cable - High Speed Data Transfer Cables Cat 6,No Brand,1115,3.6333333333333333,30
702,499307218,Pack of 2pcs 4in1fast charging cable (type-c/USB A/Lightning)Dual Type C PD 27W 65W Nylon Braided  Cable l Flat Braided i-phone charging cable with velcro Multi charging cable combo Type C/USB-A Port,No Brand,199,2.0,2
703,451872665,50 Piece Blue Ins Style Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,1.0,1
704,107907546,V8 Live Sound Card Audio Interface With Sound Effects,No Brand,958.04,4.15,20
705,134707626,ONIKUMA K20 Professional Wired Gaming Headsets With Microphone &RGB Light,No Brand,1449,4.257142857142857,35
706,113660780,Replacement For Mi Band 3/4/5/6 Nylon Silicon Strap,No Brand,255,4.580645161290323,31
707,116892755,Apple iphone 11  Liquid Silicone Soft Cover Case -Microfiber Inside,No Brand,309,4.544378698224852,169
708,500509415,"Prime Picks Premium Wireless Mouse | MicroKingdom BT3000 Tri Mode Wireless Bluetooth Mouse | Rechargeable Optical Mouse with 2.4GHz, Bluetooth, and USB Receiver | 4 Button Keys, Adjustable DPI 1000-1600",No Brand,425,4.0,5
709,174267081,Apple iPhone 16 Pro (Small) & 16 Pro Max (Large) Liquid Silicone Soft Cover Case | Microfiber Inside,No Brand,327,4.8,55
710,366378180,USB C HUB USB 3.0 Type-C Hub Adapter  4 Ports Splitter for Computers,No Brand,399,5.0,2
711,459089986,"Portable WiFi, 300Mbps 4g LTE Mobile Hotspot, Hotspot Device with Sim Card Slot, Portable WiFi Hotspot for Travel, Mini Smart Pocket Router Built in 3000mah Lithium Battery",No Brand,3500,5.0,2
712,118266276,Cpu Fan Cooling Fan 12v Fan 2 pins cooling fan large size (4 inch) WILL BE SAME DESIGIN MAY NOT SAME BRAND WHICH IS SHOWN IN PICTURE.,No Brand,199,3.0,8
713,492408733,RTL8822CE 5G Dual-band Gigabit Built-in Wireless Network Card 5.1 Bluetooth M.2 1200M Suitable for Desktop Laptop Computers,No Brand,1027,,0
714,129829686,Replacement Silicone Strap For Xiaomi Mi Band 8,No Brand,399,4.0,8
715,122829825,Sleeve 15.6 Inch And Led Light Combo Set,No Brand,227,3.94,50
716,128229333,Ezeekart V8 Portable Audio Interface With Live Sound Effects,No Brand,949,4.25,4
717,188169370,50 Piece Taylor Swift Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,5.0,2
718,347676506,"For Xiaomi Mi Band 8 / 9 Watch Bands, Adjustable Comfortable Sport Replacement Strap for Xiaomi Mi Band 8 Wristband Bracelet Band for Women Men",No Brand,475,4.0,3
719,129628878,Men's Office Bag Briefcase Bag File Bag Laptop Bag Travel Document Bag PU leather Side Bag,No Brand,1917,4.923076923076923,13
720,150348432,Arctic Hunter B00530 Waterproof Casual Backpack 15.6 Inch Laptop Backpack,No Brand,4000,4.818181818181818,11
721,120352168,Artsy Home 25/50pcs Colorful Flowers Stickers | Easy To Apply Matte Finish Stickers,,173,4.529411764705882,34
722,112827294,MINI DP Display Port to HDMI Converter Thunderbolt Adaptor with Audio Video Sync,No Brand,499,3.6666666666666665,6
723,131399294,"AP18E7M AP18E8M Battery for Acer Nitro 5 AN515-54 AN517-51 AN515-55 AN515-44 AN515-43 Nitro 7 AN715-51 Predator Helios 300 PH315-52 PH317-52 PH317-53,Triton 300 PT315-51 Aspire 7 A715-74G AN515-52",No Brand,6000,5.0,2
724,131380955,Range Extender Wireless Wifi Repeater 300 Mbps Router,No Brand,1111,3.75,8
725,127885350,Lb-Link W1210m Dual- Band 1200mbps 5G Router,No Brand,2699,4.333333333333333,18
726,100962291,High Definition Power Supply Cable Cord For Laptop Charger,No Brand,139,4.125,16
727,185108296,For Apple Airpods 4 Case Cover with Keychain TPU Black Second Generation Wireless Charging Cover,No Brand,699,5.0,1
728,128186147,60 Meter CAT6 Ethernet Internet cable with RJ45 connected With Boot Cover,No Brand,1450,4.318181818181818,22
729,105992124,POSO Laptop Backpack For Unisex - Black | Fashion Polyester Outer Cover Bag With Arcuate Shoulder Strap Backpack,POSO,3685,4.658823529411765,170
730,474801464,"A Nepali Band Stickers Pack of 25 – Waterproof for Laptop, Guitar, Bike & Bottles",No Brand,350,3.5,4
731,316347579,50 Piece Spy Family Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,5.0,1
732,101674646,Home Wall Charger AC Adapter Power Supply Cord Cable For Sony PSP 1000 2000 3000 Slim EU / US Plug,No Brand,700,5.0,6
733,180296690,UGREEN 2 Mtr Type C Printer Cable,UGREEN,1045,5.0,1
734,100382373,Hdmi To Vga Converter With Aux Cable,No Brand,289,4.209302325581396,43
735,287805630,50 Piece Taylor Swift Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,5.0,0
736,125358483,Hydrogel Screen Protector For Apple Watch Series 7 45mm,No Brand,174,5.0,1
737,104298030,"Farmasi Nail Polish Remover -  Apple, 100ml",,190,4.6,3
738,128034393,Kohana Portable and Detachable Laptop Stand - Made in Nepal,No Brand,599,4.6940298507462686,134
739,104028741,"3 In 1 Screen Cleaning Kit With Microfiber Cloth & Brush For Laptops,Mobiles,LCD,LED,Computers",No Brand,170,4.444444444444445,8
740,159829660,HDMI Male to VGA Female Video Cable Cord Converter Adapter For PC DVD HDTV 1080P,No Brand,299,4.916666666666667,12
741,123687177,Small Pin Laptop Charger,No Brand,899,4.133333333333334,15
742,104994920,"NEW Portable Laptop Bed Table, Adjustable Lap Desk, E Laptop stand, Notebook Stand Reading Holder ETc",No Brand,825,4.431818181818182,44
743,112027108,Laptop Inner Soft Cover 15.6 Inch,No Brand,320,4.625,8
744,127796930,USB Bluetooth 5.0 Adapter Transmitter Bluetooth Receiver Audio Bluetooth Dongle Wireless USB Adapter for Computer PC Laptop c,No Brand,393,4.428571428571429,7
745,156489785,Aitnt Gaming Mouse With RGB LED,No Brand,193,4.333333333333333,6
746,127353994,85W Charge 3.0 Charger Type-C Cable Turbo Charger,No Brand,423,3.4285714285714284,77
747,127809549,"Video Capture Card, 1080P HDMI Capture Card - HDMI to USB 2.0 Video Capture Device for Live Streaming, Broadcasting, Game Recording, Video Conference",No Brand,1100,5.0,1
748,128210151,20m Ethernet Cable Male to Male Link Network LAN Cable Patch Cord Connector Internet Extension Cables,No Brand,345,5.0,5
749,335219935,Type C to Type C Fast Charge Nylon Braided 2m Long Cable for laptop and Mobile Devices and Tablet Charging Long Lasting Durable,No Brand,900,4.75,3
750,29988,"Canon CL-746S (Colour) Ink Cartridge For Canon MG2570S, MG3070S, TS207, MG2570, MG2470, iP2870 Printers",Canon,1800,4.435483870967742,62
751,127135811,Dual Band Usb Wifi Adapter 2.4GHZ & 5GHZ,No Brand,850,4.592592592592593,27
752,29995,"Canon GI-790 PGBK (Black) Ink Bottle For G4010, G3010, G2010, G1010, G4000, G3000, G2000, G1000 Printers",Canon,1200,4.966666666666667,30
753,135121989,RJ 45 Connector Set of 25pcs,No Brand,93,5.0,2
754,108318885,Mheecha Boulder Deep Teal / Ice Grey for Men and Women Backpack | Fashion Unisex Backpack With Laptop Compartment,,2750,4.78125,224
755,123826838,High-Speed 10m CAT5e Ethernet Cable - Durable LAN Network Lead for Smooth Internet Connection - New,No Brand,194,4.296296296296297,27
756,120605480,Glass+Cover For Apple Watch Ultra case 49mm Bumper Tempered Screen Protector,No Brand,550,3.4,5
757,100934592,Mp Normal Mouse Pad,No Brand,87,4.376623376623376,154
758,389793329,50 Piece Hello Kitty Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,5.0,2
759,131290271,Korean Horizontal Sling Bag For Men,No Brand,848,4.642857142857143,14
760,128041748,"1pcs Monster 5.5/4cm Sticker For Mobile, Laptop, Bike, Scooter And Car",No Brand,99,3.4,10
761,275149860,"5 in 1 Mobile Game Combo Pack with RGB Mini Gaming Keyboard & Mouse & Mobile Holder ,Gaming adapter with mobile game converter for Android",No Brand,2849,5.0,2
762,100104603,TP-Link SF1005D 5-Port Desktop Switch,TP Link,1125,4.714285714285714,5
763,111806,14.6 Inch Sleeve Case Cover And Led Light Combo,No Brand,190,4.057471264367816,174
764,128211342,"B7000 (50ml) Multi-Purpose Adhesives Glue for Display Repairing Laptop, Mobile, Jewelry Stone",No Brand,179,4.75,4
765,130087377,Shining Fashionable Wire And Data Cable Protector/Saver,No Brand,96,4.384615384615385,26
766,111799569,44mm 3D Curved Edge Tempered Glass Screen Protector For Apple Watch Series 4 44mm,No Brand,125,3.0,2
767,129379204,"Laptop Stand, Laptop Holder Riser Computer Tablet Stand, 6 Angles Adjustable Aluminum",No Brand,392,4.375,56
768,128521583,15m Router Internet Patch Lead LAN Ethernet Network Cable,No Brand,183,2.857142857142857,7
769,127613572,Educational Laptop For Kids Abc And 123 Learning,No Brand,392,4.290322580645161,31
770,100990160,SUPER CLEANING SUIT SCREEN CLEANER KIT,No Brand,223,4.75,4
771,292993690,Multi-Purpose Laptop Table Stand/Study Table,No Brand,779,5.0,1
772,29865,Laptop Inner Soft Bag 15 Inch,No Brand,156,4.550724637681159,69
773,105434323,Portable Fan Mini Fan Mini Portable Usb Rechargeable Fan,No Brand,249,4.236024844720497,161
774,128223057,"ESONIC H61 Motherboard with M.2 NVMe SSD Slot, Supports 2nd & 3rd Gen Processor",ESONIC,2399,4.6521739130434785,23
775,124766993,"Apple iPhone 12 / iPhone 12 Pro (Same Size-6.1"" Screen) Liquid Silicone Soft Cover Case | Microfiber Inside",No Brand,285,4.43609022556391,133
776,129831761,300Mbps LB-LINK  Wireless AP Router Repeater Adapter Wi-Fi Coverage Extender,No Brand,1799,5.0,13
777,117056255,Thermal Paste Heat Transfer Grease Heat Sink Cpu Gpu Chipset Notebook Computer Cooling Syringe,No Brand,169,4.230769230769231,13
778,127951663,Monitor 24'' Full HD IPS (1920x1080) AMD FreeSync Borderless HDMI And Vga Port,No Brand,10058.04,4.678571428571429,28
779,116513345,Dell Orignal Battery M5Y1K Inspiron 5558 3458 3558 3551 5558 3451 5758 Vostro 3458 3558 40Whb 14.8V 2700mAh,No Brand,3800,4.32258064516129,31
780,128304137,"Arsenal Football Club A4 Size (7 x 10.5 Inch) Good Quality, Imported Decal Stickers For Motorbike, Scooter, Car, laptop",No Brand,130,5.0,2
781,290701448,Artsy Home Spiderman Decal Stickers 25/50pcs - New Cartoon Superhero Laptop & Phone Skin Accessories,,199,5.0,2
782,465218080,SOME BY MI RETINOL INTENSE ADVANCED TRIPLE ACTION EYE CREAM,No Brand,539,3.75,8
783,124893216,Cpu Cooling FAN,No Brand,349,4.222222222222222,9
784,129559609,Rainbow RGB Backlit Wired Gaming Mechanical Keyboard and Mouse With Combo,No Brand,1163,4.178571428571429,28
785,129292557,"Yoshimura And Mix (8 x 11 Inch) Good Quality, Imported Decal Stickers For Motorbike, Scooter, Car, laptop",No Brand,175,4.857142857142857,14
786,127858952,HDMI Splitter 1x 4 Out,No Brand,1050,5.0,4
787,276178305,50 Piece  Snacks Stickers Waterproof DIY For Phones Laptop Car Sticker Creative Home Decal,No Brand,195,5.0,2
788,122965458,Original Laptop Charger For Lenovo Type-c 45 Watt,No Brand,1500,5.0,3
789,363859410,Silicon Breathable Braided Case Cover for Apple AirPods Pro 2 | Soft TPU Cover for Ultimate Protection | Stylish Charging Box Bags | Lightweight & Durable Design | Enhanced Grip & Comfort | Perfect Fit for AirPods Pro 2 | Ideal Accessory for Everyday Use,No Brand,201,4.6,5
790,104804900,HDD Caddy 9.5mm Original SATA Optical UltraBay 2nd Hard Drive Caddy with SSD or HDD for 9.5mm Universal CD/DVD Slot,No Brand,181.26,4.424242424242424,99
791,105497000,Soft Silicon Strap For Xiaomi Mi Band 4 Or Mi Band 3,No Brand,136.18,4.420765027322404,183
792,129907467,Everesco Eveo Lite Laptop Backpack,,1990,4.651162790697675,43
793,129350341,Laptop Bracket Mobile Phone Tablet Mount 360° Rotating Foldable Metal Multifunctional Desktop Lazy Holder Accessories,No Brand,891.1,3.0,1
794,29869,Combo Of Vga And Power Cable For Computer Cpu Monitor Cable,No Brand,155,4.037037037037037,27
795,111233959,Dc Adapter Ac To Dc 12V 2A,No Brand,309,4.461538461538462,13
796,128173021,Mi Watch 3 Active Full Glue Curved Clear Flexible Screen Protector,No Brand,142,4.5,10
797,411615679,Mi Band Nylon Silicon Strap for Band 3/4/5/6,No Brand,199,4.666666666666667,3
798,100892806,"Wireless Mouse, Slim Rechargeable Wireless Silent Mouse, 2.4G Portable USB Optical Wireless Mouse",No Brand,395,4.392857142857143,28
799,155635408,Original Power  Cable For Laptop Three Pin Black In Color,No Brand,195,5.0,2
800,101422437,USB 2.0 Flash Drive BAR 32GB,No Brand,735,3.2857142857142856,6
